height,weight,label 
164,70,fat
191,51,thin
199,82,normal
188,97,fat
190,95,fat
173,81,fat
129,87,fat
159,86,fat
148,84,fat
133,50,fat
139,74,fat
168,39,thin
142,56,fat
161,99,fat
137,53,fat
126,58,fat
184,73,normal
165,90,fat
196,60,thin
127,85,fat
156,49,normal
171,47,thin
193,45,thin
169,75,fat
143,56,fat
180,83,fat
122,48,fat
138,44,normal
123,100,fat
153,98,fat
172,91,fat
134,45,fat
147,47,normal
133,72,fat
186,97,fat
200,64,thin
139,82,fat
157,75,fat
200,84,normal
177,49,thin
194,60,thin
155,37,thin
198,87,normal
158,88,fat
175,71,normal
189,89,normal
180,38,thin
197,71,thin
144,96,fat
141,95,fat
129,44,fat
176,89,fat
132,80,fat
146,48,normal
148,52,normal
151,46,normal
199,64,thin
195,50,thin
173,84,fat
127,56,fat
180,69,normal
156,96,fat
172,55,normal
190,49,thin
149,90,fat
170,43,thin
130,100,fat
193,94,fat
121,63,fat
169,55,normal
166,76,fat
138,35,thin
131,54,fat
131,37,normal
194,40,thin
188,91,fat
155,61,fat
144,68,fat
162,36,thin
133,42,normal
152,78,fat
177,60,normal
170,96,fat
163,92,fat
198,44,thin
161,71,fat
164,76,fat
173,72,normal
179,69,normal
143,37,thin
127,69,fat
177,83,fat
185,61,thin
140,95,fat
174,95,fat
151,57,normal
140,95,fat
137,41,normal
169,45,thin
129,61,fat
188,68,normal
178,80,fat
192,77,normal
182,39,thin
176,71,normal
128,44,fat
127,80,fat
200,87,normal
193,58,thin
143,37,thin
195,63,thin
139,99,fat
134,71,fat
145,47,normal
143,64,fat
179,51,thin
192,70,normal
151,54,normal
156,68,fat
180,52,thin
135,89,fat
168,64,normal
185,45,thin
184,49,thin
172,56,normal
141,38,normal
151,53,normal
147,43,normal
159,93,fat
127,57,fat
174,93,fat
121,44,fat
155,86,fat
185,93,fat
148,88,fat
122,53,fat
168,69,normal
174,87,fat
192,98,fat
120,53,fat
150,40,thin
173,39,thin
123,78,fat
159,92,fat
156,51,normal
187,40,thin
176,58,normal
180,57,thin
197,41,thin
188,73,normal
193,79,normal
125,58,fat
185,51,thin
131,43,fat
149,42,normal
178,63,normal
187,96,fat
137,44,normal
130,97,fat
142,44,normal
131,60,fat
134,80,fat
121,45,fat
144,62,fat
188,73,normal
186,93,fat
164,49,thin
175,87,fat
174,85,fat
121,59,fat
137,85,fat
199,91,normal
179,87,fat
165,74,fat
131,37,normal
152,98,fat
129,92,fat
129,98,fat
155,74,fat
168,74,fat
135,73,fat
160,58,normal
176,86,fat
146,67,fat
175,89,fat
161,97,fat
146,93,fat
197,70,thin
155,54,normal
174,81,fat
179,51,thin
158,38,thin
168,49,thin
193,97,fat
131,58,fat
161,98,fat
159,58,normal
133,48,fat
172,43,thin
173,66,normal
133,66,fat
144,90,fat
179,68,normal
165,71,fat
131,88,fat
164,96,fat
189,53,thin
130,51,fat
175,93,fat
136,38,normal
176,64,normal
123,98,fat
195,57,thin
180,45,thin
139,62,fat
131,49,fat
130,72,fat
137,54,fat
186,41,thin
145,42,normal
121,75,fat
153,57,normal
185,41,thin
178,72,normal
198,72,thin
169,37,thin
140,59,fat
130,91,fat
144,80,fat
158,38,thin
151,96,fat
149,46,normal
172,97,fat
199,56,thin
180,68,normal
198,45,thin
162,72,fat
187,70,normal
129,45,fat
153,92,fat
189,79,normal
127,62,fat
152,68,fat
167,90,fat
181,45,thin
196,85,normal
170,85,fat
197,54,thin
153,91,fat
171,68,normal
172,81,fat
184,83,normal
188,50,thin
125,84,fat
164,83,fat
130,60,fat
147,87,fat
152,39,thin
135,38,normal
126,96,fat
128,43,fat
173,58,normal
185,76,normal
148,45,normal
180,75,normal
173,36,thin
163,39,thin
189,58,thin
180,42,thin
178,72,normal
150,42,normal
163,68,fat
136,73,fat
160,81,fat
136,89,fat
173,72,normal
199,97,normal
143,44,normal
127,40,normal
151,46,normal
193,94,fat
163,97,fat
137,86,fat
197,67,thin
134,69,fat
160,85,fat
161,38,thin
159,69,fat
132,47,fat
137,46,normal
143,43,normal
131,41,normal
160,78,fat
149,68,fat
147,82,fat
141,94,fat
183,92,fat
199,42,thin
196,52,thin
126,53,fat
145,85,fat
167,73,fat
159,58,normal
148,73,fat
169,80,fat
159,47,normal
175,71,normal
125,52,fat
148,71,fat
146,74,fat
140,45,normal
149,37,thin
191,57,thin
190,81,normal
126,76,fat
193,78,normal
150,92,fat
167,37,thin
185,85,normal
191,62,thin
181,61,normal
184,91,fat
122,91,fat
193,95,fat
164,78,fat
181,87,fat
135,37,normal
175,45,thin
130,94,fat
169,85,fat
194,38,thin
153,88,fat
183,68,normal
127,61,fat
163,65,normal
140,50,fat
131,76,fat
123,62,fat
159,46,thin
147,59,fat
160,93,fat
180,71,normal
155,100,fat
170,94,fat
182,46,thin
175,54,thin
124,100,fat
192,41,thin
134,38,normal
140,49,fat
165,59,normal
177,78,normal
132,61,fat
182,42,thin
147,69,fat
132,64,fat
165,50,thin
193,75,normal
129,42,fat
157,87,fat
177,63,normal
142,100,fat
163,79,fat
140,73,fat
150,61,fat
129,43,fat
182,77,normal
190,69,normal
195,57,thin
184,95,fat
170,100,fat
166,75,fat
155,73,fat
155,64,fat
121,96,fat
163,62,normal
197,65,thin
156,41,thin
132,56,fat
122,76,fat
168,78,fat
185,53,thin
132,83,fat
141,68,fat
147,95,fat
133,78,fat
198,67,thin
184,78,normal
146,93,fat
183,67,normal
196,36,thin
160,72,fat
155,75,fat
134,96,fat
147,99,fat
188,81,normal
141,39,normal
149,62,fat
127,46,fat
151,69,fat
133,88,fat
186,51,thin
126,96,fat
122,43,fat
175,54,thin
151,96,fat
140,86,fat
128,92,fat
156,80,fat
154,68,fat
150,40,thin
136,74,fat
129,98,fat
172,85,fat
160,94,fat
140,95,fat
124,99,fat
140,64,fat
196,69,thin
167,90,fat
186,91,fat
184,74,normal
180,64,normal
200,73,thin
120,55,fat
143,91,fat
167,60,normal
162,87,fat
168,56,normal
151,65,fat
166,83,fat
192,75,normal
195,77,normal
194,72,normal
139,53,fat
160,70,fat
159,71,fat
130,53,fat
131,97,fat
186,58,thin
196,71,thin
182,64,normal
167,83,fat
177,43,thin
181,63,normal
183,67,normal
173,86,fat
165,61,normal
162,60,normal
130,51,fat
173,91,fat
192,43,thin
131,47,fat
137,69,fat
132,45,fat
190,54,thin
163,48,thin
186,78,normal
157,83,fat
196,44,thin
143,43,normal
199,59,thin
165,37,thin
185,88,fat
180,58,thin
170,99,fat
194,76,normal
186,85,normal
137,45,normal
176,88,fat
132,84,fat
185,43,thin
195,74,normal
137,85,fat
172,73,normal
184,67,normal
172,84,fat
171,87,fat
130,81,fat
147,57,fat
124,58,fat
124,51,fat
135,43,normal
132,58,fat
169,66,normal
145,42,normal
195,62,thin
153,95,fat
183,54,thin
137,49,fat
130,47,fat
146,62,fat
154,50,normal
126,80,fat
172,81,fat
157,43,thin
188,99,fat
134,97,fat
198,64,thin
192,56,thin
181,72,normal
145,98,fat
163,93,fat
165,58,normal
197,73,normal
198,66,thin
197,51,thin
182,91,fat
159,73,fat
182,50,thin
140,49,fat
158,56,normal
192,89,normal
137,47,fat
139,54,fat
195,85,normal
170,40,thin
158,59,normal
188,87,normal
199,92,normal
180,48,thin
157,69,fat
170,40,thin
194,77,normal
167,43,thin
189,49,thin
144,38,thin
137,94,fat
184,79,normal
125,64,fat
142,52,fat
194,65,thin
152,50,normal
123,85,fat
153,78,fat
124,65,fat
191,82,normal
138,46,normal
124,38,normal
172,81,fat
134,45,fat
159,53,normal
143,58,fat
154,75,fat
179,41,thin
164,85,fat
164,56,normal
175,54,thin
158,81,fat
193,63,thin
168,94,fat
126,56,fat
151,53,normal
169,72,fat
193,41,thin
129,59,fat
168,76,fat
179,44,thin
148,88,fat
129,40,normal
181,42,thin
181,54,thin
151,89,fat
149,60,fat
161,82,fat
184,66,normal
200,40,thin
127,44,fat
132,73,fat
141,94,fat
181,88,fat
160,74,fat
129,44,fat
138,54,fat
120,60,fat
162,47,thin
149,99,fat
173,55,thin
128,51,fat
147,85,fat
160,82,fat
150,48,normal
171,50,thin
129,93,fat
126,47,fat
128,71,fat
144,52,fat
147,56,fat
199,99,normal
158,94,fat
162,98,fat
156,65,fat
155,54,normal
163,82,fat
120,54,fat
165,84,fat
147,82,fat
137,81,fat
185,63,thin
169,41,thin
172,74,fat
135,65,fat
160,86,fat
169,90,fat
152,42,thin
165,71,fat
129,49,fat
188,70,normal
197,38,thin
140,58,fat
139,42,normal
146,89,fat
196,35,thin
163,72,fat
123,57,fat
123,77,fat
126,73,fat
143,54,fat
185,46,thin
169,37,thin
192,47,thin
169,58,normal
123,60,fat
133,85,fat
196,93,normal
178,45,thin
168,47,thin
136,89,fat
182,72,normal
179,82,fat
130,100,fat
128,71,fat
129,79,fat
159,92,fat
174,69,normal
164,57,normal
197,95,normal
122,87,fat
127,73,fat
150,72,fat
126,40,fat
139,90,fat
147,49,normal
135,80,fat
170,50,thin
189,48,thin
135,59,fat
175,61,normal
154,100,fat
165,55,normal
188,54,thin
189,42,thin
136,77,fat
125,83,fat
143,76,fat
122,79,fat
173,99,fat
169,38,thin
171,61,normal
131,92,fat
177,97,fat
191,41,thin
140,46,normal
183,78,normal
183,92,fat
159,81,fat
159,67,fat
166,70,fat
130,50,fat
163,52,normal
141,53,fat
173,96,fat
178,98,fat
147,58,fat
187,65,normal
165,73,fat
157,81,fat
199,81,normal
168,53,normal
147,55,fat
136,97,fat
122,88,fat
147,57,fat
174,86,fat
180,39,thin
153,76,fat
123,98,fat
180,84,fat
168,87,fat
130,97,fat
166,85,fat
125,74,fat
135,35,normal
131,83,fat
160,46,thin
185,59,thin
129,69,fat
140,46,normal
173,60,normal
131,52,fat
138,82,fat
150,37,thin
122,70,fat
171,74,fat
140,96,fat
139,93,fat
140,35,thin
144,67,fat
154,56,normal
188,50,thin
159,45,thin
159,97,fat
161,36,thin
148,70,fat
185,75,normal
198,86,normal
134,58,fat
132,65,fat
121,67,fat
163,89,fat
159,83,fat
166,92,fat
125,50,fat
160,59,normal
192,51,thin
190,68,normal
126,48,fat
172,36,thin
180,54,thin
172,39,thin
142,65,fat
163,71,fat
183,99,fat
187,77,normal
123,60,fat
145,72,fat
144,65,fat
120,81,fat
141,37,normal
144,53,fat
142,43,normal
173,48,thin
185,55,thin
188,62,thin
157,71,fat
156,100,fat
127,67,fat
189,71,normal
143,50,normal
138,80,fat
145,53,fat
184,83,normal
150,70,fat
132,96,fat
149,65,fat
192,65,thin
171,86,fat
145,99,fat
162,70,fat
133,91,fat
143,71,fat
153,62,fat
145,47,normal
123,56,fat
191,76,normal
130,70,fat
154,85,fat
175,80,fat
198,85,normal
143,76,fat
174,81,fat
124,49,fat
124,55,fat
159,95,fat
137,46,normal
192,51,thin
148,40,thin
134,47,fat
137,53,fat
139,73,fat
192,81,normal
191,42,thin
170,77,fat
169,44,thin
141,81,fat
176,75,normal
187,59,thin
193,42,thin
151,72,fat
158,57,normal
149,75,fat
180,100,fat
197,39,thin
174,75,normal
166,86,fat
132,91,fat
130,67,fat
169,59,normal
174,70,normal
185,53,thin
150,54,normal
172,84,fat
130,76,fat
159,38,thin
160,100,fat
170,72,normal
184,78,normal
140,85,fat
165,66,normal
138,52,fat
183,98,fat
125,79,fat
133,71,fat
153,79,fat
193,77,normal
192,39,thin
135,40,normal
190,81,normal
120,43,fat
161,64,normal
150,89,fat
186,91,fat
190,69,normal
150,39,thin
178,91,fat
130,51,fat
187,100,fat
160,75,fat
127,100,fat
188,85,normal
181,81,normal
186,39,thin
159,77,fat
120,70,fat
184,37,thin
136,97,fat
153,75,fat
143,49,normal
137,74,fat
168,35,thin
123,55,fat
170,60,normal
196,80,normal
193,69,normal
196,79,normal
144,67,fat
191,100,fat
135,39,normal
170,75,fat
183,87,fat
198,99,fat
135,99,fat
137,74,fat
126,94,fat
161,78,fat
151,71,fat
180,50,thin
188,96,fat
143,49,normal
159,43,thin
126,84,fat
135,62,fat
144,96,fat
142,87,fat
183,37,thin
145,96,fat
150,100,fat
141,80,fat
122,67,fat
128,53,fat
128,96,fat
188,44,thin
158,93,fat
143,97,fat
127,99,fat
179,75,normal
131,48,fat
175,58,normal
129,87,fat
173,78,fat
151,39,thin
162,68,fat
142,75,fat
128,95,fat
132,93,fat
159,84,fat
133,37,normal
162,78,fat
189,95,fat
164,50,normal
174,35,thin
155,71,fat
130,36,normal
125,53,fat
124,94,fat
177,66,normal
158,40,thin
146,44,normal
125,72,fat
162,46,thin
191,90,normal
183,75,normal
156,53,normal
182,44,thin
127,64,fat
131,54,fat
187,91,fat
144,70,fat
140,95,fat
143,71,fat
195,55,thin
174,37,thin
159,65,fat
135,96,fat
154,71,fat
184,66,normal
127,92,fat
122,49,fat
123,35,normal
181,99,fat
138,44,normal
193,92,normal
182,58,thin
145,46,normal
130,35,normal
154,67,fat
122,91,fat
157,85,fat
171,81,fat
122,93,fat
140,73,fat
123,91,fat
127,66,fat
136,45,normal
192,38,thin
154,49,normal
150,93,fat
125,38,normal
134,41,normal
151,64,fat
190,50,thin
193,76,normal
181,89,fat
175,41,thin
158,99,fat
199,89,normal
172,55,normal
186,39,thin
123,77,fat
195,74,normal
143,43,normal
180,45,thin
192,72,normal
152,73,fat
133,53,fat
169,94,fat
200,67,thin
126,49,fat
152,63,fat
151,90,fat
172,47,thin
199,92,normal
177,94,fat
136,83,fat
171,74,fat
143,42,normal
199,46,thin
187,64,thin
138,91,fat
193,79,normal
156,40,thin
177,100,fat
172,74,fat
151,57,normal
188,86,normal
199,46,thin
121,82,fat
198,54,thin
143,99,fat
122,44,fat
169,47,thin
164,92,fat
170,48,thin
151,56,normal
188,52,thin
192,58,thin
123,79,fat
138,69,fat
195,90,normal
184,54,thin
156,61,fat
174,84,fat
130,90,fat
141,91,fat
178,48,thin
141,51,fat
193,62,thin
165,87,fat
164,74,fat
171,72,normal
167,47,thin
146,63,fat
170,86,fat
159,88,fat
151,89,fat
175,86,fat
176,98,fat
134,50,fat
195,77,normal
135,78,fat
184,35,thin
174,86,fat
120,84,fat
160,89,fat
125,58,fat
157,89,fat
154,52,normal
156,80,fat
145,67,fat
176,91,fat
179,60,normal
200,68,thin
127,76,fat
184,42,thin
133,43,normal
143,41,normal
195,55,thin
125,41,fat
138,95,fat
196,55,thin
156,61,fat
157,85,fat
178,38,thin
192,59,thin
146,85,fat
142,64,fat
144,50,normal
192,84,normal
186,73,normal
175,84,fat
185,40,thin
160,73,fat
147,48,normal
139,53,fat
127,67,fat
164,50,normal
126,49,fat
159,100,fat
167,49,thin
126,87,fat
184,92,fat
182,64,normal
141,92,fat
122,67,fat
158,83,fat
140,68,fat
142,52,fat
121,79,fat
126,85,fat
125,75,fat
189,92,fat
192,38,thin
174,94,fat
151,91,fat
178,52,thin
147,88,fat
141,70,fat
124,71,fat
169,86,fat
177,73,normal
143,82,fat
140,85,fat
186,44,thin
156,76,fat
197,100,fat
145,80,fat
186,53,thin
133,53,fat
183,36,thin
190,81,normal
136,52,fat
197,71,thin
168,71,fat
132,45,fat
193,95,fat
143,71,fat
165,37,thin
139,39,normal
170,42,thin
195,44,thin
158,68,fat
154,77,fat
133,96,fat
134,71,fat
199,37,thin
184,100,fat
161,89,fat
155,78,fat
168,92,fat
200,52,thin
150,80,fat
170,36,thin
130,100,fat
131,41,normal
129,76,fat
187,91,fat
166,57,normal
147,88,fat
120,43,fat
173,79,fat
184,47,thin
141,99,fat
184,64,normal
176,81,fat
176,84,fat
181,82,fat
188,65,thin
182,39,thin
140,44,normal
178,47,thin
129,76,fat
170,64,normal
148,66,fat
163,77,fat
181,88,fat
134,98,fat
144,48,normal
160,56,normal
190,89,normal
192,77,normal
134,86,fat
197,76,normal
145,79,fat
169,90,fat
179,85,fat
140,94,fat
120,75,fat
191,88,normal
185,74,normal
198,70,thin
122,80,fat
171,63,normal
160,54,normal
160,76,fat
132,81,fat
200,70,thin
164,61,normal
185,52,thin
134,91,fat
143,44,normal
193,36,thin
143,37,thin
198,99,fat
147,78,fat
158,63,fat
184,62,thin
180,50,thin
158,89,fat
139,92,fat
185,99,fat
169,52,thin
133,75,fat
178,72,normal
155,74,fat
160,54,normal
135,86,fat
190,50,thin
124,89,fat
152,81,fat
155,71,fat
167,66,normal
145,83,fat
177,55,thin
138,55,fat
149,63,fat
138,37,normal
165,90,fat
177,59,normal
125,65,fat
173,100,fat
160,79,fat
142,94,fat
155,40,thin
178,47,thin
180,62,normal
138,84,fat
164,87,fat
136,54,fat
122,66,fat
155,40,thin
166,70,fat
141,82,fat
151,52,normal
144,81,fat
198,84,normal
160,61,normal
186,69,normal
161,80,fat
139,36,normal
158,100,fat
129,98,fat
162,71,fat
129,71,fat
185,92,fat
178,65,normal
136,93,fat
184,98,fat
136,56,fat
168,79,fat
190,57,thin
131,82,fat
160,42,thin
134,66,fat
165,95,fat
159,73,fat
168,57,normal
162,60,normal
189,69,normal
177,94,fat
130,88,fat
160,95,fat
158,49,normal
168,58,normal
142,56,fat
127,47,fat
174,81,fat
123,72,fat
138,87,fat
184,69,normal
183,41,thin
181,88,fat
168,92,fat
178,69,normal
153,56,normal
159,93,fat
120,35,normal
177,80,fat
146,51,normal
160,86,fat
161,72,fat
133,51,fat
130,60,fat
170,91,fat
124,97,fat
184,63,normal
131,70,fat
140,82,fat
158,95,fat
163,65,normal
128,48,fat
175,68,normal
181,53,thin
176,96,fat
146,91,fat
164,40,thin
126,77,fat
197,88,normal
189,98,fat
122,97,fat
168,49,thin
174,83,fat
136,58,fat
127,76,fat
186,95,fat
173,42,thin
161,70,fat
130,55,fat
172,84,fat
157,55,normal
200,54,thin
191,68,normal
168,75,fat
171,64,normal
179,78,normal
122,98,fat
182,85,fat
148,50,normal
147,47,normal
181,43,thin
146,68,fat
122,66,fat
170,45,thin
173,54,thin
189,65,thin
194,78,normal
183,78,normal
177,60,normal
123,56,fat
136,89,fat
122,97,fat
190,78,normal
191,38,thin
148,96,fat
152,98,fat
145,38,thin
160,60,normal
135,52,fat
153,46,normal
158,87,fat
127,86,fat
160,92,fat
187,77,normal
178,39,thin
141,71,fat
165,97,fat
130,66,fat
146,57,fat
169,45,thin
144,76,fat
142,82,fat
182,94,fat
187,54,thin
147,95,fat
158,62,normal
131,63,fat
197,84,normal
148,59,fat
169,54,normal
122,37,normal
181,43,thin
155,52,normal
196,38,thin
173,81,fat
122,73,fat
137,87,fat
123,59,fat
130,57,fat
143,98,fat
149,56,fat
137,47,fat
193,74,normal
128,71,fat
139,59,fat
190,41,thin
200,35,thin
198,96,normal
154,83,fat
198,45,thin
179,77,normal
170,82,fat
183,98,fat
130,48,fat
164,97,fat
122,88,fat
140,89,fat
171,65,normal
150,46,normal
150,52,normal
188,92,fat
146,78,fat
122,58,fat
183,86,fat
186,61,thin
175,61,normal
188,84,normal
148,76,fat
143,93,fat
143,82,fat
166,45,thin
140,59,fat
167,96,fat
178,74,normal
188,52,thin
190,45,thin
179,71,normal
162,96,fat
151,49,normal
165,86,fat
194,100,fat
194,77,normal
179,64,normal
122,58,fat
125,77,fat
195,61,thin
142,58,fat
129,77,fat
131,89,fat
144,53,fat
126,63,fat
166,93,fat
186,74,normal
175,42,thin
126,78,fat
121,46,fat
131,47,fat
127,82,fat
161,70,fat
186,50,thin
140,65,fat
147,60,fat
142,100,fat
126,39,normal
128,38,normal
152,52,normal
153,73,fat
122,50,fat
167,56,normal
197,52,thin
157,89,fat
137,59,fat
121,77,fat
127,84,fat
121,70,fat
179,70,normal
170,63,normal
194,68,thin
132,91,fat
198,64,thin
154,46,normal
126,38,normal
174,93,fat
123,100,fat
198,61,thin
146,82,fat
160,71,fat
129,79,fat
122,55,fat
136,65,fat
144,53,fat
133,53,fat
151,66,fat
168,41,thin
130,37,normal
127,94,fat
188,62,thin
135,49,fat
137,38,normal
149,37,thin
181,58,thin
186,43,thin
166,89,fat
126,41,fat
128,100,fat
188,84,normal
173,54,thin
196,51,thin
149,38,thin
175,54,thin
184,65,normal
156,52,normal
197,88,normal
172,38,thin
151,35,thin
195,81,normal
193,83,normal
180,50,thin
168,43,thin
152,68,fat
182,53,thin
178,95,fat
144,87,fat
139,67,fat
139,63,fat
165,70,fat
159,84,fat
191,98,fat
184,71,normal
189,59,thin
136,59,fat
185,88,fat
142,45,normal
174,51,thin
143,82,fat
157,63,fat
136,45,normal
177,37,thin
141,48,normal
180,71,normal
123,68,fat
199,67,thin
200,88,normal
126,85,fat
139,81,fat
145,72,fat
164,38,thin
136,99,fat
179,70,normal
180,38,thin
127,74,fat
122,77,fat
193,45,thin
169,39,thin
148,79,fat
195,91,normal
127,46,fat
128,59,fat
159,75,fat
162,62,normal
126,59,fat
199,52,thin
197,39,thin
176,56,thin
135,82,fat
151,84,fat
163,53,normal
174,93,fat
157,76,fat
136,44,normal
194,55,thin
145,97,fat
122,55,fat
124,76,fat
158,79,fat
170,83,fat
163,46,thin
186,93,fat
155,42,thin
164,61,normal
172,58,normal
122,86,fat
180,55,thin
191,46,thin
180,93,fat
121,44,fat
120,60,fat
120,48,fat
144,73,fat
183,86,fat
144,44,normal
174,100,fat
143,48,normal
139,99,fat
154,41,thin
159,49,normal
124,60,fat
146,74,fat
148,85,fat
169,73,fat
159,75,fat
163,51,normal
197,35,thin
155,61,fat
142,58,fat
138,53,fat
143,86,fat
146,68,fat
182,37,thin
133,89,fat
152,85,fat
196,40,thin
193,70,normal
164,37,thin
142,74,fat
166,100,fat
135,62,fat
171,47,thin
131,62,fat
168,74,fat
156,49,normal
141,67,fat
175,67,normal
150,66,fat
173,64,normal
196,50,thin
178,100,fat
133,76,fat
164,45,thin
145,43,normal
179,36,thin
163,36,thin
162,43,thin
138,87,fat
123,43,fat
155,52,normal
140,76,fat
173,45,thin
135,35,normal
161,83,fat
161,61,normal
176,47,thin
197,92,normal
172,65,normal
152,50,normal
147,90,fat
162,61,normal
154,52,normal
181,55,thin
170,37,thin
125,67,fat
189,71,normal
156,35,thin
188,85,normal
154,40,thin
191,49,thin
141,78,fat
154,50,normal
150,83,fat
177,47,thin
159,81,fat
172,50,thin
153,46,normal
166,77,fat
187,90,fat
185,95,fat
176,42,thin
200,97,normal
181,44,thin
170,81,fat
190,69,normal
168,50,thin
163,40,thin
161,57,normal
197,40,thin
179,79,normal
182,64,normal
165,67,normal
149,97,fat
194,48,thin
122,90,fat
155,46,normal
178,78,normal
171,41,thin
196,88,normal
161,96,fat
167,59,normal
183,99,fat
149,72,fat
200,90,normal
158,64,fat
146,92,fat
183,92,fat
179,96,fat
197,58,thin
191,40,thin
178,89,fat
141,48,normal
128,36,normal
120,36,fat
122,73,fat
194,42,thin
135,88,fat
192,73,normal
144,56,fat
187,51,thin
121,67,fat
141,83,fat
180,47,thin
181,97,fat
194,69,thin
173,90,fat
146,93,fat
132,79,fat
165,46,thin
181,62,normal
141,100,fat
163,74,fat
169,87,fat
197,71,thin
193,72,normal
180,56,thin
144,77,fat
199,65,thin
168,81,fat
147,99,fat
120,57,fat
195,74,normal
165,53,normal
144,66,fat
127,98,fat
145,62,fat
180,45,thin
161,49,normal
198,78,normal
137,85,fat
184,86,fat
128,100,fat
186,35,thin
158,86,fat
141,64,fat
195,38,thin
154,99,fat
164,60,normal
141,42,normal
186,58,thin
142,52,fat
194,53,thin
148,35,thin
179,38,thin
153,38,thin
170,92,fat
160,89,fat
126,99,fat
135,100,fat
127,57,fat
190,81,normal
165,39,thin
147,51,normal
155,57,normal
156,100,fat
124,73,fat
151,55,normal
186,88,fat
174,52,thin
139,45,normal
190,39,thin
126,99,fat
185,100,fat
192,43,thin
152,97,fat
194,69,thin
149,44,normal
126,62,fat
188,85,normal
190,58,thin
149,39,thin
173,64,normal
156,80,fat
134,75,fat
197,45,thin
128,98,fat
133,77,fat
190,41,thin
136,83,fat
120,58,fat
176,89,fat
157,72,fat
147,68,fat
178,89,fat
124,54,fat
120,84,fat
190,45,thin
138,61,fat
193,92,normal
158,89,fat
154,37,thin
168,99,fat
143,100,fat
153,37,thin
179,71,normal
131,69,fat
134,36,normal
200,45,thin
185,82,normal
168,47,thin
156,89,fat
154,35,thin
124,40,fat
187,64,thin
142,98,fat
139,72,fat
191,76,normal
157,100,fat
170,85,fat
175,53,thin
171,100,fat
200,55,thin
169,45,thin
173,59,normal
126,48,fat
170,81,fat
168,87,fat
199,78,normal
165,89,fat
142,93,fat
200,89,normal
178,43,thin
151,84,fat
174,46,thin
163,72,fat
130,59,fat
133,77,fat
132,87,fat
142,42,normal
188,71,normal
181,45,thin
180,96,fat
171,54,thin
170,97,fat
171,65,normal
155,64,fat
176,39,thin
133,97,fat
153,73,fat
132,58,fat
164,68,fat
161,100,fat
189,40,thin
128,95,fat
126,75,fat
189,86,normal
155,56,normal
142,84,fat
135,43,normal
185,73,normal
183,40,thin
138,61,fat
137,42,normal
140,73,fat
137,54,fat
187,51,thin
174,79,fat
189,72,normal
174,46,thin
134,58,fat
149,94,fat
130,72,fat
197,56,thin
138,37,normal
135,36,normal
143,78,fat
130,96,fat
138,57,fat
130,40,normal
122,88,fat
132,97,fat
193,76,normal
157,59,normal
133,50,fat
157,50,normal
153,92,fat
135,79,fat
184,49,thin
120,68,fat
148,66,fat
145,64,fat
142,91,fat
146,75,fat
152,63,fat
200,39,thin
172,38,thin
173,62,normal
179,49,thin
160,39,thin
190,100,fat
123,85,fat
178,47,thin
159,88,fat
191,60,thin
174,73,normal
151,51,normal
170,92,fat
147,42,normal
139,98,fat
185,48,thin
138,88,fat
134,50,fat
178,45,thin
193,45,thin
144,91,fat
137,93,fat
151,48,normal
196,92,normal
132,59,fat
182,51,thin
196,67,thin
160,62,normal
166,48,thin
125,95,fat
143,87,fat
140,75,fat
134,48,fat
173,79,fat
146,68,fat
169,56,normal
192,60,thin
122,70,fat
120,71,fat
140,63,fat
164,99,fat
156,88,fat
124,84,fat
121,61,fat
167,66,normal
152,41,thin
168,41,thin
126,59,fat
184,80,normal
175,71,normal
151,43,normal
165,49,thin
172,92,fat
137,71,fat
189,48,thin
132,37,normal
139,76,fat
175,60,normal
163,42,thin
149,94,fat
167,51,thin
170,55,normal
126,75,fat
173,66,normal
168,38,thin
192,50,thin
133,50,fat
178,68,normal
131,53,fat
135,94,fat
171,82,fat
121,92,fat
162,81,fat
139,70,fat
169,90,fat
174,62,normal
146,47,normal
157,50,normal
129,49,fat
147,67,fat
169,42,thin
129,71,fat
133,78,fat
149,100,fat
174,79,fat
143,58,fat
166,52,normal
166,100,fat
164,88,fat
148,85,fat
121,81,fat
172,52,thin
153,97,fat
182,55,thin
135,96,fat
123,38,fat
200,95,normal
175,86,fat
134,76,fat
173,53,thin
180,95,fat
196,52,thin
141,77,fat
181,46,thin
145,97,fat
129,36,normal
192,35,thin
196,91,normal
130,49,fat
128,100,fat
194,90,normal
142,90,fat
182,86,fat
133,74,fat
183,65,normal
162,61,normal
122,55,fat
129,37,normal
187,92,fat
198,50,thin
152,72,fat
142,97,fat
122,82,fat
123,42,fat
127,97,fat
126,78,fat
151,54,normal
179,77,normal
200,59,thin
158,59,normal
130,96,fat
200,88,normal
155,64,fat
125,88,fat
141,43,normal
190,74,normal
178,72,normal
133,89,fat
144,99,fat
170,80,fat
184,62,thin
152,70,fat
149,78,fat
151,39,thin
126,92,fat
196,39,thin
137,36,normal
135,87,fat
153,38,thin
133,73,fat
129,64,fat
137,49,fat
194,48,thin
138,65,fat
147,35,thin
134,71,fat
120,83,fat
142,95,fat
151,64,fat
130,44,fat
195,89,normal
120,94,fat
127,42,fat
166,69,fat
190,63,thin
129,71,fat
172,65,normal
140,42,normal
171,87,fat
191,73,normal
131,94,fat
128,97,fat
194,61,thin
146,71,fat
175,76,normal
141,57,fat
128,70,fat
159,39,thin
197,99,fat
180,98,fat
